,1024_512,1024_1024,2048_512,2048_1024,4096_512,4096_1024,6144_512,6144_1024,8192_512,8192_1024
mamba1,4.767434358596802,9.078895807266235,5.070956707000732,9.448751211166382,5.764981985092163,9.994999647140503,6.346825361251831,10.608063220977783,6.894140958786011,11.280070781707764
remamba1,4.986617565155029,9.314974784851074,5.540487289428711,9.881915092468262,6.648251533508301,10.9894700050354,7.774839162826538,12.064017295837402,8.734840154647827,13.122028589248657
mamba2,5.4580535888671875,8.935285568237305,4.962575197219849,9.218054294586182,5.752135515213013,9.828249454498291,6.138748407363892,10.41021466255188,6.8191516399383545,11.005237817764282
remamba2,4.900505065917969,9.202992677688599,5.422897100448608,9.6836416721344,6.441617250442505,10.718705177307129,7.5348427295684814,11.775198936462402,8.58281135559082,12.857240200042725
llama3b,11.895201921463013,21.235602378845215,12.635664939880371,25.625247955322266,18.265295267105103,35.65250110626221,24.109034299850464,45.89191746711731,29.270697116851807,56.351526737213135
